aggregation_level,seed,event_index,opaque_edit,scope_status,profile,subset,n,on_num,on_rate,base_correct_num,base_correct_rate,forced_correct_num,forced_correct_rate,gated_correct_num,gated_correct_rate,forced_damage_num,gated_damage_num,damage_den,forced_damage_avoided_num,forced_damage_avoided_den,forced_damage_avoided_rate,gate_rejected_correct_positive_num,gate_rejected_correct_positive_den,off_count,real_replay_count,cached_reuse_count
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,ALT,formal_T1G,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,ALT,formal_T1L,5,0,0.0,2,0.4,0,0.0,2,0.4,2,0,2,2,2,1.0,0,0,5,0,5
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,ALT,formal_T2G,4,3,0.75,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,ALT,native,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,ALT,same_question_different_image_conflicting_source_answer,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,broad_unrelated_source_qa,15,0,0.0,5,0.3333333333333333,3,0.2,5,0.3333333333333333,3,0,5,3,3,1.0,0,0,15,0,15
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,evaluation_positive,4,3,0.75,0,0.0,4,1.0,3,0.75,0,0,0,0,0,,1,4,1,0,1
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,formal_T1G,2,1,0.5,0,0.0,2,1.0,1,0.5,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,formal_T1L,5,2,0.4,2,0.4,2,0.4,2,0.4,0,0,2,0,0,,0,0,3,0,3
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,formal_T2G,4,2,0.5,0,0.0,4,1.0,2,0.5,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0,same_question_different_image_conflicting_source_answer,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,broad_unrelated_source_qa,15,0,0.0,3,0.2,3,0.2,3,0.2,0,0,3,0,0,,0,0,15,0,15
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,formal_T1G,4,2,0.5,0,0.0,4,1.0,2,0.5,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,formal_T1L,5,4,0.8,2,0.4,0,0.0,0,0.0,2,2,2,0,2,0.0,0,0,1,0,1
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,formal_T2G,4,3,0.75,0,0.0,1,0.25,1,0.25,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,ALT,same_question_different_image_conflicting_source_answer,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,broad_unrelated_source_qa,15,0,0.0,3,0.2,3,0.2,3,0.2,0,0,3,0,0,,0,0,15,0,15
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,evaluation_positive,4,1,0.25,0,0.0,4,1.0,1,0.25,0,0,0,0,0,,3,4,3,0,3
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,formal_T1L,5,3,0.6,2,0.4,0,0.0,1,0.2,2,1,2,1,2,0.5,0,0,2,0,2
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,formal_T2G,4,0,0.0,0,0.0,4,1.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,5,0,5
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,broad_unrelated_source_qa,15,0,0.0,12,0.8,12,0.8,12,0.8,0,0,12,0,0,,0,0,15,0,15
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,formal_T1G,4,2,0.5,0,0.0,4,1.0,2,0.5,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,formal_T2G,3,3,1.0,0,0.0,2,0.6666666666666666,2,0.6666666666666666,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,same_image_other_source_fact,12,6,0.5,3,0.25,3,0.25,3,0.25,0,0,3,0,0,,0,0,6,0,6
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,ALT,same_question_different_image_conflicting_source_answer,5,3,0.6,2,0.4,3,0.6,3,0.6,0,0,2,0,0,,0,0,2,0,2
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,broad_unrelated_source_qa,15,0,0.0,12,0.8,13,0.8666666666666667,12,0.8,1,0,12,1,1,1.0,0,0,15,0,15
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,evaluation_positive,4,3,0.75,0,0.0,4,1.0,3,0.75,0,0,0,0,0,,1,4,1,0,1
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,formal_T2G,3,1,0.3333333333333333,0,0.0,3,1.0,1,0.3333333333333333,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,same_image_other_source_fact,12,0,0.0,3,0.25,2,0.16666666666666666,3,0.25,2,0,3,2,2,1.0,0,0,12,0,12
EDIT_SEED,20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0,same_question_different_image_conflicting_source_answer,5,4,0.8,2,0.4,3,0.6,3,0.6,0,0,2,0,0,,0,0,1,0,1
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,broad_unrelated_source_qa,15,0,0.0,7,0.4666666666666667,9,0.6,7,0.4666666666666667,1,0,7,1,1,1.0,0,0,15,0,15
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,formal_T1G,4,0,0.0,0,0.0,4,1.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,formal_T2G,4,1,0.25,0,0.0,1,0.25,1,0.25,0,0,0,0,0,,0,0,3,0,3
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,same_image_other_source_fact,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,ALT,same_question_different_image_conflicting_source_answer,5,0,0.0,1,0.2,1,0.2,1,0.2,1,0,1,1,1,1.0,0,0,5,0,5
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,broad_unrelated_source_qa,15,0,0.0,7,0.4666666666666667,2,0.13333333333333333,7,0.4666666666666667,5,0,7,5,5,1.0,0,0,15,0,15
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,evaluation_positive,4,2,0.5,0,0.0,4,1.0,2,0.5,0,0,0,0,0,,2,4,2,0,2
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,formal_T1G,4,0,0.0,0,0.0,4,1.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,formal_T2G,4,2,0.5,0,0.0,4,1.0,2,0.5,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,same_image_other_source_fact,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0,same_question_different_image_conflicting_source_answer,5,1,0.2,1,0.2,1,0.2,2,0.4,1,0,1,1,1,1.0,0,0,4,0,4
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,broad_unrelated_source_qa,15,0,0.0,4,0.26666666666666666,4,0.26666666666666666,4,0.26666666666666666,2,0,4,2,2,1.0,0,0,15,0,15
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,formal_T1G,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,formal_T1L,5,2,0.4,2,0.4,0,0.0,1,0.2,2,1,2,1,2,0.5,0,0,3,0,3
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,formal_T2G,3,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,native,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,ALT,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,5,0,5
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,broad_unrelated_source_qa,15,0,0.0,4,0.26666666666666666,4,0.26666666666666666,4,0.26666666666666666,2,0,4,2,2,1.0,0,0,15,0,15
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,evaluation_positive,4,3,0.75,0,0.0,4,1.0,3,0.75,0,0,0,0,0,,1,4,1,0,1
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,formal_T1L,5,4,0.8,2,0.4,0,0.0,0,0.0,2,2,2,0,2,0.0,0,0,1,0,1
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,formal_T2G,3,2,0.6666666666666666,0,0.0,3,1.0,2,0.6666666666666666,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0,same_question_different_image_conflicting_source_answer,5,4,0.8,0,0.0,1,0.2,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,ALT,broad_unrelated_source_qa,20,3,0.15,8,0.4,8,0.4,7,0.35,2,1,8,1,2,0.5,0,0,17,0,17
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,ALT,evaluation_positive,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,ALT,formal_T1G,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,ALT,formal_T2G,4,3,0.75,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,ALT,native,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,ALT,same_image_other_source_fact,12,1,0.08333333333333333,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,0,0,4,0,0,,0,0,11,0,11
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,R0,broad_unrelated_source_qa,20,0,0.0,8,0.4,10,0.5,8,0.4,1,0,8,1,1,1.0,0,0,20,0,20
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,R0,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,R0,formal_T2G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,4,029f61ab6aaeeef1,BROAD_ONLY,R0,same_image_other_source_fact,12,1,0.08333333333333333,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,0,0,4,0,0,,0,0,11,0,11
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,broad_unrelated_source_qa,20,0,0.0,8,0.4,7,0.35,8,0.4,3,0,8,3,3,1.0,0,0,20,0,20
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,evaluation_positive,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,formal_T1G,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,formal_T1L,3,3,1.0,3,1.0,1,0.3333333333333333,1,0.3333333333333333,2,2,3,0,2,0.0,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,formal_T2G,4,4,1.0,0,0.0,1,0.25,1,0.25,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,native,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,ALT,same_image_other_source_fact,9,1,0.1111111111111111,2,0.2222222222222222,3,0.3333333333333333,2,0.2222222222222222,0,0,2,0,0,,0,0,8,0,8
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,broad_unrelated_source_qa,20,3,0.15,8,0.4,8,0.4,7,0.35,1,1,8,0,1,0.0,0,0,17,0,17
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,formal_T1L,3,3,1.0,3,1.0,3,1.0,3,1.0,0,0,3,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,formal_T2G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,5,1607639d73eb56a8,BROAD_ONLY,R0,same_image_other_source_fact,9,0,0.0,2,0.2222222222222222,2,0.2222222222222222,2,0.2222222222222222,0,0,2,0,0,,0,0,9,0,9
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,broad_unrelated_source_qa,18,0,0.0,8,0.4444444444444444,4,0.2222222222222222,8,0.4444444444444444,6,0,8,6,6,1.0,0,0,18,0,18
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,evaluation_positive,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,formal_T1G,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,formal_T2G,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,native,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,same_image_other_source_fact,12,0,0.0,6,0.5,6,0.5,6,0.5,0,0,6,0,0,,0,0,12,0,12
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,ALT,same_question_different_image_conflicting_source_answer,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,broad_unrelated_source_qa,18,0,0.0,8,0.4444444444444444,9,0.5,8,0.4444444444444444,0,0,8,0,0,,0,0,18,0,18
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,evaluation_positive,4,2,0.5,0,0.0,4,1.0,2,0.5,0,0,0,0,0,,2,4,2,0,2
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,formal_T2G,4,1,0.25,0,0.0,4,1.0,1,0.25,0,0,0,0,0,,0,0,3,0,3
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,same_image_other_source_fact,12,0,0.0,6,0.5,6,0.5,6,0.5,0,0,6,0,0,,0,0,12,0,12
EDIT_SEED,20260907,7,13d861159cbf9477,HARD_EVALUABLE,R0,same_question_different_image_conflicting_source_answer,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,ALT,broad_unrelated_source_qa,20,4,0.2,8,0.4,11,0.55,8,0.4,0,0,8,0,0,,0,0,16,0,16
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,ALT,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,ALT,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,ALT,formal_T2G,3,3,1.0,0,0.0,3,1.0,3,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,ALT,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,ALT,same_image_other_source_fact,12,5,0.4166666666666667,2,0.16666666666666666,1,0.08333333333333333,3,0.25,2,0,2,2,2,1.0,0,0,7,0,7
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,R0,broad_unrelated_source_qa,20,0,0.0,8,0.4,8,0.4,8,0.4,3,0,8,3,3,1.0,0,0,20,0,20
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,R0,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,R0,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,R0,formal_T2G,3,2,0.6666666666666666,0,0.0,3,1.0,2,0.6666666666666666,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,R0,native,1,1,1.0,0,0.0,1,1.0,1,1.0,0,0,0,0,0,,0,1,0,0,0
EDIT_SEED,20260907,8,06e9147a95404227,BROAD_ONLY,R0,same_image_other_source_fact,12,1,0.08333333333333333,2,0.16666666666666666,2,0.16666666666666666,2,0.16666666666666666,1,0,2,1,1,1.0,0,0,11,0,11
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,broad_unrelated_source_qa,20,0,0.0,10,0.5,9,0.45,10,0.5,2,0,10,2,2,1.0,0,0,20,0,20
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,evaluation_positive,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,formal_T1G,4,2,0.5,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,2,0,2
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,formal_T1L,2,1,0.5,1,0.5,0,0.0,0,0.0,1,1,1,0,1,0.0,0,0,1,0,1
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,formal_T2G,4,3,0.75,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,native,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,ALT,same_image_other_source_fact,12,0,0.0,8,0.6666666666666666,7,0.5833333333333334,8,0.6666666666666666,1,0,8,1,1,1.0,0,0,12,0,12
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,broad_unrelated_source_qa,20,0,0.0,10,0.5,11,0.55,10,0.5,0,0,10,0,0,,0,0,20,0,20
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,formal_T1G,4,0,0.0,0,0.0,4,1.0,0,0.0,0,0,0,0,0,,0,0,4,0,4
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,formal_T1L,2,0,0.0,1,0.5,1,0.5,1,0.5,1,0,1,1,1,1.0,0,0,2,0,2
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,formal_T2G,4,3,0.75,0,0.0,4,1.0,3,0.75,0,0,0,0,0,,0,0,1,0,1
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,native,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0,0,0,0,,1,1,1,0,1
EDIT_SEED,20260907,9,0b2d75291d40cb7c,BROAD_ONLY,R0,same_image_other_source_fact,12,0,0.0,8,0.6666666666666666,7,0.5833333333333334,8,0.6666666666666666,1,0,8,1,1,1.0,0,0,12,0,12
EDIT_SEED,20260907,12,319cba8ffa622b0e,BROAD_ONLY,ALT,broad_unrelated_source_qa,20,1,0.05,11,0.55,9,0.45,11,0.55,2,0,11,2,2,1.0,0,0,19,0,19
EDIT_SEED,20260907,12,319cba8ffa622b0e,BROAD_ONLY,ALT,evaluation_positive,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,4,0,0,0
EDIT_SEED,20260907,12,319cba8ffa622b0e,BROAD_ONLY,ALT,formal_T1G,4,4,1.0,0,0.0,4,1.0,4,1.0,0,0,0,0,0,,0,0,0,0,0
EDIT_SEED,20260907,12,319cba8ffa622b0e,BROAD_ONLY,ALT,formal_T1L,4,4,1.0,4,1.0,0,0.0,0,0.0,4,4,4,0,4,0.0,0,0,0,0,0
